review_id,food_sentiment,service_sentiment,overall
199,ก๋วยเตี๋ยวต้มยำน้ำข้นกั้ง กับ เส้นหมี่ก๋วยเตี๋ยวลูกชิ้นน้ำใส เนื้อกั้งที่นี่แปลกดี จะออกเหนียวๆ แฟนบอกว่ามีกลิ่นคาวหนักมาก (แฟนไม่เคยกินกั้งมาก่อน) ส่วนตัวคุณตาเป็นคนที่นี่ เรากินมาตั้งแต่เด็ก ความรู้สึกเดียวกันคือเหนียว ที่เคยกินจะนุ่มมาก กุ้งตัวใหญ่ดี มีหอยนางรมมาให้ด้วย ตัวใหญ่มาก น้ำซุปรสชาติยังไม่จัดจ้าน แต่สีสันดูน่ากินมากๆ เช่นเดียวกันกับก๋วยเตี๋ยวน้ำใส น้ำซุปจะออกจืดๆ ต้องปรุงเอง,ภาพรวม ตัวร้านดูสะอาด ตกแต่งสวยงาม ร้านจะออกดูคลาสสิค ส่วนพนักงานร้านบริการดี ราคาอาหารแพงไปหน่อย รสชาติอาหารพอทานได้ รอบหน้ามีโอกาสจะลองมาชิมเย็นตาโฟดูคะ,Neutral
200,รสชาติอาหารของร้านต้องบอกว่าจัดจ้านแซ่บสะเด็ด จนน้ำหูน้ำตาไหล โดยเฉพาะเมนูผัดเผ็ดหมูป่าที่จะไม่เหมือนร้านอื่นโดยทางร้านจะปรุงออกมารสชาติคล้ายๆแกงป่ามีน้ำขลุกขลิกพอประมาณเนื้อหมูป่าไม่เหนียวมีความ กรุบกรุบเวลาเคี้ยวในปาก ส่วนเครื่องพริกแกงจัดเต็ม ,-,Positive
201,"“ไข่เจียวอร่อยที่สุดในโลก”สมชื่อจริงๆ ฟูหอมกรอบนอกนุ่มใน ไม่ต้องมีน้ำจิ้มใดๆ ก็อร่อย
“แกงส้มปลาเก๋าสับปะรด”เปรี้ยวหวานซ่อนเผ็ด กลมกล่อม ปลาเนื้อแน่นกับสับปะรดเปรี้ยวหวานลงตัวเข้ากันกับเครื่องแกงส้มมาก
“ปลาดุกผัดพริกเกลือ”เมนูเผ็ดลิ้น ปลาดุกกรอบนอกนุ่มใน ราดพริกกระเทียมเกลือผัดมาแห้งๆ หอมฉุนโดนใจ 
“ห่อหมก”เข้มข้นมันกะทิแบบไม่หวงเครื่อง ต้องรีบมานะ เพราะหมดไวมาก โทรจองไว้ก่อนก็ได้
“หมูย่างกระทือ”แกงผัดกลิ่นกระทือหอมเตะจมูก เนื้อหมูย่างนุ่มหมักเข้าเนื้อ อร่อยไม่เหมือนใคร
“ผัดไหลบัวกุ้ง”ไหลบัวกรอบๆ หายาก รสชาติหวานกรอบ ผัดมากับกุ้งตัวโต สดหวานทุกคำ",บรรยากาศร้านแบบบ้านสวนธรรมชาติเหมือนทุกครั้งที่มา ไม่หรูหราแต่เต็มไปด้วยความอบอุ่นแบบครอบครัว ลูกค้าแน่นทุกเที่ยงและวันหยุดสุดสัปดาห์,Positive
202,"หมึกต้มน้ำดำใบชะมวง: อร่อยมาก หวานๆเปรี้ยวๆ กลมกล่อมดี
ไข่เจียว: อร่อยเลย ราคา70บาท เนื้อตรงกลางจะเป็นนิ่มๆ เป็นไข่เจียวแบบหนา ไม่อมน้ำมัน
ทอดมัน: อร่อยเหมือนกัน ให้เยอะมาก รสชาติเข็มข้นเลย แต่หั่นพวกเครื่องไม่ละเอียดมาก",-,Positive
203,"พวกพริกแกงเค้าทำเอง อร่อยมาก แกงไก่กะลา ต้นตำหรับ ผัดเผ็ดหมูป่า ผัดฉ่าปลากระเบน หอมสมุนไพรมากๆ
ปลาดุกทอดน้ำปลา ไก่คั่วเกลือ อร่อยนุ่ม ต้มยำหมูชะมวง เปรี้ยวๆ ใส่ใบชะมวงหั่นฝอยเยอะมาก สะใจ
ไข่เจียวที่อร่อยที่สุดในโลก ใส่กุ้ง ไชโปว หอมแดง ฟูๆแต่ไม่กรอบ",มีที่จอดรถเยอะ ,Positive
204,"กะเพรานกคุ่ม เผ็ดจัดจ้านแห้งๆอร่อยไม่เหนียวหอมพริกขี้หนูสดกับใบกะเพรา
ต้มหมึกน้ำดำตัวนี้ออกหวานไปนิดดีที่ใส่ใบชะมวงสับเลยได้ความเปรี้ยวมาตัดหวานลงบ้าง หมึกสดไม่เหนียวเคี้ยวง่าย
กะเพราเก้งสับ อร่อยเด็ดไม้แพ้กะเพรานกคุ่ม เผ็ดร้อนสะใจเหงื่อกาฬแตกพลั่กทีเดียว
ทอดมัน ร้านปั้นเองเราชอบมากพริกแกงไม่เหม็นอร่อยรสชาดมีความจัดจ้านในพริกแกงแบบพอดีไม่จืดชืด
ห่อหมกปลาข้างเหลือง อันนี้แนะนำห้ามพลาด มันจากปลาสดไม่มีกลิ่นคาวเลยซักนิดทำสดใหม่อร่อยมาก
ผัดน้ำมันหอยไหลบัวกุ้ง ไหลบัวกรอบนุ่มไม่มีใยให้รำคาญ",-,Positive
205,"ปลาข้างเหลืองผัดกะเพรา แปลกดีใส่มะระขี้นก ขมปลายๆนิดๆ แต่อร่อยมาก
ห่อหมกก็แปลกดี ด้วยสี ด้วยอะไร แต่อร่อยดี
ไก่กะลา เป็นที่แรกที่ทำ แถมกะลาคืออะไรไม่รู้ แต่เหมือนกินมะพร้าว แข็งๆ มันๆ นิ่มๆ
แกงเผ็ดหมูป่า คือหมูป่าไม่เหนียวจนเคี้ยวไม่ได้ รสชาติกำลังดี ไม่เผ็ดจัด ขนาดทานไม่ได้
ไข่เจียวสูตรทางร้าน เหมือนจะใส่ไข่เยี่ยวม้า ใส่กุ้งนะ แปลกดี แต่อร่อย
หมึกต้มน้ำดำใบชะมวง รสชาติหวานๆ หอมๆ กลมกล่อม
ต้มยำปลาทู รสชาติกำลังดี",-,Positive
206,อาหารส่วนใหญ่รสชาติดีถูกใจอยู่ค่ะแต่ที่ไม่ชอบจะเป็นหมูต้มใบชะมวงที่ต้มแบบน้ำใสๆใบชะมวงหั่นฝอยมา น้ำซุปติดหวานไปหน่อยค่ะ ซดแล้วไม่ชื่นใจ หมูสามชั้นทอดน้ำปลาห่อหมกปลาทูทอดไข่เจียวรสชาติดี ปลาดุกกรอบผัดพริกปลาดุกเล็กมากอาจจะเป็นปลาดุกนา เลยทำให้ค่อนข้างกินยากค่ะ ,-,Neutral
207,"เมนูไข่เจียวอร่อยที่สุดในโลก ถามว่าอร่อยมั้ยอร่อย แต่ไม่น่าตั้งชื่อว่าอร่อยที่สุดในโลกเพราะมันจะเกิดความคาดหวังที่สูง
",หักคะแนนจาก ปริมาณแมลงวันเยอะไปหน่อย แต่คุ้มค่าสำหรับชาวอาหารป่า,Neutral
208,"อาหารป่าคืออร่อยสิบกะโหลก นี่ตามเชฟมาจาก Iron Chef Thailand บอกว่าเด็ดจริง อร่อยจริงทุกเมนู
เมนูห้ามพลาดเลยคือแกงไก่กะลามะพร้าว รสชาติอร่อยเผ็ดร้อนไม่เหมือนใคร หรือจะเป็นเมนูง่ายๆอย่างไข่เจียวก็ยังอร่อยเลย เป็นไข่เจียวใส่ไข่เค็มกับไข่เยี่ยวม้า กินกับข้าวสวยร้อนๆอร่อยมากค่ะ ",-,Positive
209,"แกงส้มปลาเก๋าสัปรด : รสชาติถึงเครื่องแกง ได้ความหวานสัปรด ปลาเก๋าเนื้ออย่างเด้ง
แกงเกลือปลาดุก : พริกแกงดีงามมาก ปลาดุกไซส์ที่ดีไม่ใหญ่ไป
",-,Positive
210,เฉยๆทุกอย่างอะเลย แต่ระหว่างนั่งกินก็เจอว่าจดเมนูแนะนำอะไรไว้ ก็เลยสั่งกลับบ้าน พวกเมนูป่าๆ ผัดพริกสดอะไรพวกนี้ อร่อยเลย รสชาติแปลกใหม่ เผ็ดมากๆ ,-,Neutral
211,"เมนูเด็ด แกงไก่กะลา ใครไม่เคยกินต้องลอง
ไก่บ้านเนื้อหนึบ เครื่องแกงเข้มข้น กะลามพะร้าวกรุบๆ
กินครั้งแรกในชีวิต เข้ากันดีมากแบบไม่น่าเชื่อ
ที่เด็ดยิ่งกว่าเด็ดคือ กินกับไข่เจียวกรอบๆของที่ร้าน
เข้ากันแบบสุดจะบรรยาย เติมข้าวเท่าไหร่ก็ไม่พอ ",-,Positive
212,แกงไก่กะลามะพร้าว อร่อยดีครับ เผ็ดกำลังดี ไข่เจียว ซึ่งตามเมนู คือไข่เจียวที่อร่อยที่สุดในโลก รสชาติดีเลยครับ หนานุ่ม อร่อยจริงๆ ห่อหมก ก็เด็ดไม่แพ้กันเลยส่วนปลาทูทอดน้ำปลา อันนี้ ยังธรรมดาครับรวมๆ ดีครับ,-,Positive
213,โดยรวมดีงามมากค่ะ อาหารรสชาติดีทุกเมนูที่ลอง รสชาติจัดจ้าน อาจจะติดหวานนำเล็กน้อยตามสไตล์คนชลบุรี ราคามิตรภาพสุดๆ ค่ะ ,-,Positive
214,รสชาติโดยรวม คือ รสชาติติดหวานหน่อย อาหารหลายอย่างมีความเผ็ดอยู่ในตัว ปรุงรสได้ถึงเครื่อง ถ้าเป็นพวกผัดก็จะผัดสไตล์แห้งๆ ถ้าของทอดก็จะทอดจนกรอบ เช่นปลาดุกผัดพริกสด ทอดปลาดุกกรอบจนเคี้ยวก้างได้ การปรุงจะใส่เครื่องสมุนไพรพอมีรสชาติ ไม่เยอะไปไม่น้อยไป วัตถุดิบพวกเนื้อสัตว์ต่างๆดูแล้วมาจากแหล่งธรรมชาติหรือไม่ก็เลี้ยงแบบปล่อยตามธรรมชาติ อย่างเนื้อไก่ก็ใช้ไก่บ้านทุกเมนู ,หน้าตาร้านดูเล็กๆริมทาง สไตล์ชาวบ้าน จัดโต๊ะบนพื้นลานดิน แต่กวาดดินจนเกลี้ยงดูสะอาดตา โต๊ะก็เช็ดอยู่ตลอด ไม่รู้สึกว่ามีฝุ่น ในครัวก็สะอาดสะอ้าน พ่อครัวและแม่ครัวดูทะมัดทะแมง ดูทรงแล้วเป็นคนทำกับข้าวอร่อยแน่ๆ ,Positive
215,อร่อยทุกอย่างที่สั่ง ชอบมากเลย อาหารเรียลดี หน้าตาดูดิบๆ รสชาติไม่โดด ปรุงแบบถึงเครื่องทุกอย่าง ดี๊ดี ,-,Positive
216,อาหารไม่อร่อยสักเมนู ขนาดสั่งเมนูตามที่แนะนำแล้วนะคะ คงไม่ไปกินอีกแน่ๆ รู้สึกผิดหวังจริงๆค่ะ ,"บรรยากาศร้านดีค่ะติดริมน้ำ กว้างขวางมีหลายโซน พนักงานบริการแย่มาก มากถึงมากที่สุด ไม่รู้จะอธิบายยังไง ขออะไรก็ไม่ได้เลยค่ะ บริการช้ามาก
 ",Negative
217,"ข้าวผัดปู แห้งมากกกก
ปูผัดผงกระหรี่ เหมือนน้ำราดหน้าใส่พงกะหรี่กับเศษปู
กระดูกหมูทอด แข็งและเหนียว ติดหวานนิดหน่อย ผักตกแต่งจานเหี่ยวๆดำๆ
กระหล่ำปลีทอดน้ำปลา เค็มไปนิด
ห่อหมกทะเลมะพร้าวอ่อน เหลวๆ เหมือนน้ำราดหน้าใส่พริกแกง กุ้ง+ปลาหมึกเยอะ มะพร้าวอ่อนจริง แต่นึ่งทั้งลูก ทำให้มะพร้าวเหลือง ดูไม่น่าทาน
ปลากระพงนึ่งมะนาว อร่อยสุด เข้มข้นถึงเครื่อง รสชาติดี ",บรรยากาศริมแม่น้ำ ลมเย็น เหมาะแก่การมานั่งตอนเย็นๆ (กลางวันร้อนไปหน่อย) บรรยากาศดีมาก แต่คุณภาพอาหารไม่น่าประทับใจ ราคาแพงเมื่อเทียบกับคุณภาพ ,Negative
218,อาหารไม่สด เหม็นคาวมาก ,-,Negative
219,-,บรรยากาศดี อาหารหน้าตาน่ากิน ร้านสวย ดีทุกอย่างยกเว้นการบริการและความสะอาดจานชามแก้วน้ำ ล้างไม่สะอาด ,Neutral
220,-,ห่วย มารยาทไม่ควรทำงานบริการ ไม่ต้อนรับลูกค้า ทำเหมือนมาขอกินฟรี ไม่แนะนำ ,Negative
221,คือว่ามันไม่อร่อยเลยสักอย่างเดียวค่ะ รสชาดไม่ถึงความเป็นอาหารจานนั้นๆเลย,-,Negative
222,-,พนักงานไม่ได้ให้ความช่วยเหลือค่ะ ผู้จัดการ (ไม่รู้ว่าใช่ผู้จัดการจริงไหม) ชักสีหน้า ตอนที่เราติดเรื่องกุ้งไม่ดี กินเสร็จ เดินออกมา ไม่มัคำขอบคุณ มองตามอย่างเดียว ,Negative
223,สั่งมา5จาน ปลากระพงทอดน้ำปลา หมึกนึ่งมะนาว หอยหลอดผัดฉ่า ยอดมะระผัด หลนปู รสชาติจืดทุกอย่าง ไม่ออกไปไหนเลย หมึกนึ่งมะนาวเปรี้ยวจี๊ดเหมือนซดน้ำมะนาว ส่วนหอยหลอดผัดฉ่ามีเเต่เครื่องหอยนับตัวได้ มีเเค่ความเผ็ดเเต่ไม่มีรสอื่น ,-,Negative
224,-,พนักงานบริการแย่ ไม่สนใจแขก แถมเร่งเช็คบิลไล่แขก ,Negative
225,-,บริการแย่ คนไม่เยอะแต่นั่งรอพนักงานมารับออเดอร์20นาที ขยะเกลื่อนพื้น อาหารธรรมดามาก มีดีแค่บรรยากาศ อย่ามา ,Negative
226,"กุ้งทอดเกลือ: กุ้งแอบเนื้อเละไปค่ะ อาจจะผิดที่เราคาดหวังว่าจะได้กุ้งแบบเนื้อเด้งไปเองค่ะ โดนรวมแล้วเมนูนี้ถ้าตัดเรื่องกุ้งเนื้อเละออกไป ก็พอโอเคค่ะ
แกงส้มไข่ปลาริวกิว: แกงส้มสีดูจัดจ้านค่ะ แต่รสค่อนข้างอ่อนเกินไป ตัวยอดมะพร้าวโอเคค่ะ ให้น้อยไปนิดหน่อย แต่ไม่ได้ติดขัดอะไร ตัวไข่ปลาทำได้ดีไม่เหม็นคาว และให้มาไม่น้อยค่ะ
หอยหลอดผัดฉ่า: รสเค็มอมหวาน แต่ไม่ได้จัดนะคะ เป็นเค็มอมหวานแบบจืดๆ ยังไม่ค่อยโดนใจค่ะ เราชอบผัดฉ่าที่รสจัดจ้าน ถึงเครื่องมากกว่านี้ค่ะ หอยที่นี่จะตัวเล็กๆ เนื้อหอยโอเคค่ะ
ปลาหมึกผัดกะปิ: ส่วนตัวเราทานแล้วรู้สึกว่าปลาหมึกค่อนข้างเหม็นคาว กะปิไม่ค่อยหอมเท่าไหร่ค่ะ ",-,Negative
227,ไม่มีอะไรอร่อยเลย ปริมาณแต่ละจานน้อยมากๆๆๆๆถ้าเทียบกับราคา ,พนักงานเรียกก็ไม่มา สั่งไปก็ลืม ,Negative
228,"ข้าวผัดปูผัดแบบข้าวร่วนๆ กลิ่นไหม้กระทะอย่างเดียวเลย รสชาติจืดชืดมาก ข้าวแข็งๆ ส่วนตัวคิดว่าไม่อร่อย เนื้อปูมีประมาณ 4-5 ชิ้น
ปลากระพงทอดกระเทียม ให้กระเทียมเยอะมาก เนื้อปลามีความจืดสนิท ให้ทานคู่กับน้ำจิ้มของทางร้านที่ใส่น้ำปลา หอมแดง กระเทียม พริก รสชาติน้ำจิ้มเค็มอย่างเดียวเลย (ในใจก็สงสัยมันคือน้ำจิ้มอะไร)
ยำหอยแครง รสชาติพอใช้ได้ ",เนื่องจากร้านมีบรรยากาศเป็นห้อง ลูกค้าที่มาจะมาเป็นครอบครัวใหญ่ซะส่วนใหญ่ คุยกันเสียงดังหลายๆ โต๊ะ รวมกัน ทำให้บรรยากาศในการกินไม่ค่อยโอเคเท่าไหร่,Negative
229,-,เรื่องอาหารดีครับ เข้าใจครับว่าคนเยอะ แต่พื้นทั้งเศษ อาหารทั้งกระดาษอยู่ใต้โต๊ะ เรียกพนักงานมาบอกว่ากวาดให้หน่อย กลับบอกว่าไม่มีไม้กวาดนั่งไปเลยได้ไม๊คะ คือถ้ามันน้อยๆ จะไม่ว่าซักคำ นี่มันเยอะมาก,Negative
230,-,ร้านติดริมถนน คนเยอะ จอดตรงข้ามร้านเอาใบมาหักเงินได้20 มาตอนทุ่มนึง คนเต็มร้าน ที่ไม่มี ปูม้าหมด ปลาหมึกหมด ข้าวสั่งไปนานมาก บอกหุงไม่ทัน หุงอยู่ เรียกเก็บตังค์ คิดตังค์เกินมาสองร้อย ร้านนี้ติดแบลคลิส เจอกันหนเดียวพอ เลิกกัน หาความประทับใจอะไรไม่ได้ ,Negative
231,-,ร้านอาหารริมทะเล มีดีเเค่บรรยากาศ อาหารรสชาติเฉยๆ ไม่โดดเด่น บริการแย่มากกกกกกๆๆๆๆ อาหารมาเสริฟเร็วเเต่ไม่มีช้อนให้ทานข้าว ขอช้อนไป10กว่านาทีรอจนอาหารเย็น ขอไป4รอบยังไม่ได้ ต้องเดินไปเอาเองถึงจะได้ จะไม่มาอีก ครั้งเดียวพอ ไม่ประทับใจเลย ไม่เเนะนำ ,Negative
232,"เมนู กุ้งทอดกระเทียม เมนูนี้อร่อย กุ้งแน่นๆ กระเทียมหอมดี ให้ B+ ครับ
เมนูปลากระพงทอดน้ำปลา รสชาติเฉยๆนะ ไม่อร่อยมาก ตัวน้ำราดก้ไม่ค่อยแซบ
เมนูต้มยำรวมมิตร รสชาติปกตินะครับ ตามความรุสึก ไม่โดดเด่นมาก","พนักงานที่นี่ค่อนข้างเยอะ แต่การบริการตรงกันข้าม ค่อนข้างช้าทุก process ตั้งแต่สั่งอาหาร เสริฟอาหาร 
คิดเงินมี defect ทุกขั้นตอนเลยครับ ร้านนี้บริการแย่นะ คิดว่าควรปรับปรุงเยอะเลย มีพนักงานมากแต่ไร้คุณภาพ ",Negative
233,-,"เคยกินเมื่อปีที่แล้ว อร่อยติดใจ หลายอย่าง เลยกลับไปกินอีกครั้ง รู้สึกผิดหวังมากๆ อาหาร 5 อย่าง 
เค็มทุกอย่าง เค็มมากๆ และใส่ผงชูรสเยอะมาก ไม่แน่ใจว่าเปลี่ยนแม่ครัวหรือเปล่า แต่ควรปรับปรุงอย่างมากค่ะ
กลับมาท้องเสีย ปากแห้ง เป็นหมดทุกคนที่ไปกินมาคิดว่าคงไม่ไปอีกแล้ว ไม่อร่อยเลยสักอย่าง ",Negative
234,หอยเชลอบเนยที่ว่าดังก็เสริฟแบบเย็นชืด ต้มยำปลาหม้อไฟยกมาก็ไม่มีไฟ ไม่ร้อน ปลาไม่สดแถมเปรี้ยวทะลุอ่าวไทย ยังไม่นับอีก 4-5 อย่างที่ชิมแล้วก็งั้นๆ ผิดหวังอย่างแรง ,ไม่สมราคาเมื่อเทียบกับรสชาติ ความสดและบริการ ,Negative
235,ต้มยำกุ้งรสชาติหวานไปนิดแต่ก็ใช้ได้ หอยเชลล์ผัดฉ่า หอยตัวนิดกะจ้อยร่อยรสชาติพอได้ ปลาหมึกไข่ย่างแห้งและเย็นมากทานไม่ได้เลยทิ้งไว้ทั้งจาน ปูม้านึ่งสดตัวเล็ก โดยรวมรสชาติกลางๆ ไม่ประทับใจเหมือนที่รีวิวส่วนมากบอก ,ไประยองได้รับคำแนะนำจากรีวิวต่างๆ ให้แวะทานร้านป้ายา แต่ผิดหวังมากตั้งแต่เข้าร้านพนักงานเยอะแต่ไม่สนใจทั้งๆที่แขกน้อยมัวแต่คุยกัน อาหารรอไม่นานมาก ,Negative
236,-,บริการไม่ดี,Negative
237,"อาหารเค็มเกือบทุกอย่าง สั่งปูนิ่มทอดกระเทียม ทอดมาไม่กรอบใส่ซอสผัดมาจนแฉะ ส่วนหอยเชลย่างเนยก็เค็มซอสที่ทามา",-,Negative
238,-,"การบริการขั้นแย่สุด เนื่องจากรออาหาร คือนานสุดๆ ชีวิตเหมือยรอวนไป รอวนมันไปแบบนั้น แม่ครัวก็โวยวาย โหวกเหวก ทะเลาะกันเอง
เสียงดังยิ่งกว่าตลาดสด สักพักทะเลาะกับลูกค้า ที่ไม่รู้อิโหน่อิเหน่ เดินขวางทางเข้าออกครัวบ้าง เรื่องความสะอาด พนักงานเช็ดโต๊ะ วนไป
อะไรสกปรก ก็วนมันอยู่ที่โต๊ะแบบนั้น เมนูอาหาร เอาตามตรง สั่งไรไปไม่ได้ตามสั่ง อาหารรอนานมากๆๆๆๆๆ จนชีวิตหิวมาก ",Negative
239,เกี๊ยวปลาและลูกชิ้นปลา มีลักษณะ​เหมือนลูกชิ้นแคะ คือมีผสม เต้าหู้หมูสับ และรสชาติติดหวานนิดๆ รวมๆค่อนข้างคาวปลาครับ ข้อดีอย่างเดียวคือชามใหญ่มาก ทานชามเดียวอิ่มแน่ๆ ,-,Negative
240,อาหารที่มา ขอไม่ระบุรสชาติแต่ละชาม เพราะไม่อร่อยเลย หรือไม่คุ้นรสชาตินี้ เรารู้สึกว่ามันเป็นการผสมผสานที่ไม่เข้ากัน กุ้งทอด กระดูกหมู เกี๊ยวปลาที่รสชาติไม่ได้ใจ ตับแข็งๆ เส้นเกี้ยมอี๋เละ น้ำซุปหวานเกินไป ,"พนักงานเดินผ่านหน้าเราไปมา ไม่มีใครสนใจว่าลูกค้าใหม่เข้าร้าน เรามองหาโต๊ะว่างเอง แต่ไม่มี เลยต้องเสียงดังถามพนักงาน เค้าให้เราไปนั่งรวมกับคนอื่น อันนี้ไม่มีปัญหา
สั่งอาหารโดยจดเอง เอาไปยื่นเอง นั่งรอไปยาวๆ",Negative
241,กุ้งทอดเหนียวมาก ก๋วยเตี๋ยวหวาน ผงชูรสเยอะจนลิ้นชา ,คนที่สั่งทีหลังได้ก่อนแบบงงๆ ได้ไม่ครบ ต้องทวงด้วย ยังดีที่ว่ามีลูกชิ้นเยอะ ร้านมีห้องน้ำ มีทิชชู่ให้ ไม่ค่อยสะอาดเท่าไร ,Negative
242,กุ้งทอดเหนียวมากค่ะ ก๋วยเตี๋ยวผงชูรสเยอะไปหน่อย กินแล้วคอแห้งมาก ก๋วยเตี๋ยวหวานเกินไป แต่ให้เครื่องเยอะมาก ถ้าน้ำก๋วยเตี๋ยวไม่หวานขนาดนี้คงจะอร่อยมาก ,สั่งกุ้งทอดไปรอบแรกพนักงานลืมเอามาให้ ร้านมีที่จอดรถและมีห้องน้ำให้ค่ะ ร้านโล่งเย็นสบาย แต่ติดที่ใส่ชูรสเยอะ ,Negative
243,เกี๊ยวปลาแห้ง และ เส้นปลาแห้ง หมูสะเต๊ะ เกี๊ยวอื่นๆรวม ดูจากรูปในเมนู ดูน่ากินมาก แต่กินแล้ว ไม่อร่อยเลย ถามเพื่อนๆว่าอร่อยไหม เพื่อนบอกว่าไม่อร่อยเหมือนกัน ที่พอกินได้ คือหมูสะเต๊ะ และตัวเส้นปลา อ้อ ไอติมกะทิโบราณ อร่อย ,คนเยอะมาก เข้ามาในร้านทุกโต๊ะยังไม่ได้มีของวางเลย รอ ครึ่ง ชม . ถึงจะได้กิน ,Negative
244,"เกี๊ยวคุณภาพต่ำ หมูในเกี๊ยวกินแล้วรสชาดตุๆ เส้นบะหมี่แข็งกระด้างหยิกหยอง รสชาดไม่ผ่านมาตรฐานผมอย่างแรงนิ ราคาถูกมากชามละ 30-50 บาท
หมูสะเต๊ะกลมกล่อม รสชาดดีเว่อ ดีกว่าร้านดังๆในกรุงเทพอีก หมูนุ่ม รสเครื่องเทศชัดเจน อร่อยครับ แต่แพง ไม้ละ 10 บาทเลยทีเดียว ",-,Negative
245,-,การบริการไม่ดีเลย การจัดการแย่ พนักงานมีไม่เพียงพอในการรับออเดอร์หรือเก็บโต๊ะ คิดเงินก็มีแค่คนเดียว อาหารก็รอนาน เหมือนแย่งกันกิน สั่งอาหารก็ต้องหากระดาษ ปากกาเอง รสชาดก็ไม่ได้ว้าว เราคิดว่ารอบหน้าจะลองกินร้านอื่นบ้าง ไม่ชอบบริการแบบนี้และไม่ไปทานที่ร้านอีกแล้วค่ะ ,Negative
246,น้ำซุปไม่มีความร้อนเลย​ ถั่วงอกก็ยังลวกไม่สุก​ เกี๊ยวมันแหยะมาก​ ไม่มีความอร่อยเลยนะ​ อย่าหลงมาทานกันนะครับ​ คนเยอะมาก​แต่กินแล้วผิดหวังอย่างแรง​ รอเกือบชั่วโมง​ แพงก็แพง​ ,-,Negative
247,-,บริการแย่ เลือกลูกค้า ผมเดินเข้าไปในร้านนั่งโต๊ะแล้ว ยังไม่มีใครมาจด ต้องเดินไปตาม เกี๊ยวก็เป็นแป้งเยอะ คนจดมีคนเดียว แพงไม่ว่าบริการให้ดีหน่อยเสียชื่อหมด ,Negative
248,-,หมูเน่า ก็เอามาขาย มีเส้นผมในชามก๋วยเตี๋ยว โต๊ะเหนียวหนึบ สกปรกมาก สั่งกุ้งทอด 3รอบ ไม่ได้กิน แต่ก่อนให้5ดาว ตอนนี้ขอบาย,Negative
249,มาร้านนี้เพื่อกินเส้นจันทน์แต่รู้สึกผิดหวังมากเพราะเส้นชืดเหมือนทำไว้นานแล้วและหวานมากแต่ลอมาจูอร่อย หอมแนะนำสั่งแบบหม้อไฟจะได้ร้อนๆ ,อาหารส่วนใหญ่ทำไว้แล้วทำให้อาหารเย็นและไม่อร่อย ,Negative
250,-,อาหารอร่อยครับไม่ผิดหวังว่าเป็นร้านเก่าแก่ 5 ดาวสำหรับผม 3 ดาวคือเรื่องอาหาร อีก 2 ดาวคือเรื่องบริการ ดังนั้น 2 ดาวที่ให้คือเรื่องอาหารอย่างเดียวครับ บริการ 0 ครับ โดยเฉพาะน้องผู้ชายที่มารับออเดอร์ ลูกค้าเพิ่งเคยมาครั้งแรกจากต่างถิ่นก็อยากจะถามว่ามีอะไรแนะนำ กลับพูดจาเหมือนว่ารำคาญให้รีบๆสั่งให้จบๆ ยังสั่งไม่ทันครบก็หันหลังเดินออกไปแล้ว ทั้งที่คนก็ไม่ได้เต็มร้าน ,Negative
251,อาหารก็เฉยๆ,พนักงานไม่่เต็มใจบริการเท่าไหร่ ,Negative
252,ผงชูรสเยอะมากๆ กินตั้งแต่เที่ยง ตอนนี้6โมงเย็นแล้วยังหิวน้ำอยู่เลย ทรมาณมากค่ะ ,-,Negative
253,"อาหารทุกอย่างที่สั่งมาเหมือนทำทิ้งเอาไว้้แล้ว เย็นและชืดมาก ผัดไทยมาจานแรกเส้นแข็งมาก เย็นมาก น้ำมันก็ไปกองกันข้างล่าง แถมหวานสุดๆ
ผักกูดเย็นและเละมาก มีเมือกๆบนผัก ปูนิ่มทอดกระเทียมเย็นนมากกกกก นิ่มเวอร์!!!!
และอื่นๆสรุปคือไม่อร่อย ไม่ไปอีกแน่นอน ไม่คุ้มค่าราคาอย่างถึงที่สุด ",-,Negative
254,-,"ระวัง!! ดูบิลค่าอาหารให้ดีนะ ไปทานร้านอาหารนี้มาสั่งเชคบิล พนักงานบอก 20,000 กว่าๆ ซึ่งสั่งอาหารไปเยอะแต่ก็ไม่น่าจะราคาแพงขนาดนี้ พอมาดูบิลซึ่งแค่ดูเลขคร่าวๆก็น่าจะรู้ว่าไม่ถึงแน่นอน เราแปลกใจมากกับเพื่อนๆ ก็เลยเอามือถือมานั่งบวกค่าอาหารกัน สรุปคิดเงินเกินเกือบ 6,000 แล้วเดินไปถามพนักงานที่เคาเตอร์ พนักงานก็ทำน่าไม่พอใจ บอกมีหลายบิลสงสัยคิดผิดไม่มีแม้แต่คำขอโทษจากปากใดๆทั้งสิ้น แล้วถ้าเราไม่ได้ดูหล่ะ ถึงอาหารอร่อยแต่ถ้าบริการแย่ขนาดนี้ก็ไม่ไหวค่ะ ไม่โอเคเลยนะ ",Negative
255,อาหารรสชาติดีครับ ,คิวนานกว่า30นาที(เยนวันเสาร์ ธรรมดา) พอเข้ามาถึงแล้วข้าวไม่มีรอหุง15นาที พนักงานเสิร์ฟกริยาไม่ดี ตามอาหาร3รอบแล้วค่อยมาแจ้งว่าหมด  แอบสงสัยว่าทำไมคะแนนรีวิวดีจังครับ,Negative
